10,3867811549736.000000
20,3867897749149.000000
30,3867897850148.000000
40,3867940428858.000000
20,3867940631857.000000
30,3867950251791.000000
40,3867999501456.000000
20,3868421291585.000000
30,3868421345585.000000
40,3868445436421.000000
20,3868445612419.000000
30,3868445638419.000000
40,3868475737214.000000
20,3868680449821.000000
30,3868680512821.000000
40,3868735201448.000000
20,3868735361447.000000
30,3868737873430.000000
40,3868798444018.000000
20,3868798618017.000000
30,3868798641017.000000
40,3868861006592.000000
20,3868865820559.000000
30,3868865881559.000000
40,3868927256141.000000
20,3868927431140.000000
30,3868929951123.000000
40,3868990210713.000000
20,3869038662383.000000
30,3869038718383.000000
40,3869090641029.000000
20,3869090848028.000000
30,3869100148965.000000
40,3869169218494.000000
20,3869169447493.000000
30,3869169479493.000000
40,3869223032128.000000
20,3869223263127.000000
30,3869223296126.000000
40,3869290152671.000000
20,3869290405670.000000
30,3869290436669.000000
40,3869360147195.000000
20,3869360405193.000000
30,3869360435193.000000
40,3869420147787.000000
20,3869420401785.000000
30,3869420433785.000000
40,3869482198364.000000
20,3869482431363.000000
30,3869482465362.000000
40,3869544641939.000000
20,3869550146902.000000
30,3869550206901.000000
40,3869619943427.000000
20,3869620249425.000000
30,3869620286425.000000
40,3869674095058.000000
20,3869680196017.000000
30,3869680258016.000000
40,3869750156541.000000
20,3869750391539.000000
30,3869750421539.000000
40,3869810240132.000000
20,3869810495130.000000
30,3869810525130.000000
40,3869878231669.000000
20,3869878461668.000000
30,3869878491667.000000
40,3869940158248.000000
20,3869940415246.000000
30,3869940445246.000000
40,3870000887834.000000
20,3870006834794.000000
30,3870006878794.000000
40,3870070149363.000000
20,3870070405361.000000
30,3870070436361.000000
40,3870160237750.000000
20,3870160492748.000000
30,3870160522748.000000
40,3870230157274.000000
20,3870230412272.000000
30,3870230442272.000000
40,3870290209865.000000
20,3870290439864.000000
30,3870292944847.000000
40,3870358470401.000000
20,3870358726399.000000
30,3870358757399.000000
40,3870420215981.000000
20,3870420448979.000000
30,3870422949962.000000
40,3870482663556.000000
20,3870482885554.000000
30,3870483182552.000000
40,3870550464094.000000
20,3870550696093.000000
30,3870550725093.000000
40,3870610334687.000000
