10,2716357568721.000000
20,2716399784288.000000
30,2716407823206.000000
20,2716438076896.000000
30,2716439730879.000000
20,2716458696684.000000
50,2716458767684.000000
20,2716459996671.000000
50,2716460104670.000000
20,2716461284658.000000
50,2716461328657.000000
20,2716462507645.000000
50,2716462552645.000000
20,2716463732633.000000
50,2716463776632.000000
20,2716464959620.000000
50,2716465018620.000000
20,2716466208607.000000
50,2716466256607.000000
20,2716467436595.000000
50,2716467479594.000000
20,2716468727582.000000
50,2716468794581.000000
20,2716469975569.000000
50,2716470078568.000000
20,2716471271555.000000
50,2716471338555.000000
20,2716472579542.000000
30,2716473418533.000000
20,2716497649285.000000
30,2716498515276.000000
20,2716510540153.000000
50,2716510612152.000000
20,2716511815140.000000
50,2716511864139.000000
20,2716513043127.000000
50,2716513089127.000000
20,2716514270115.000000
50,2716514316114.000000
20,2716516136096.000000
50,2716516199095.000000
20,2716517398083.000000
50,2716517443082.000000
20,2716518624070.000000
50,2716518666070.000000
20,2716519841058.000000
50,2716519886057.000000
20,2716521063045.000000
50,2716521109045.000000
20,2716522472031.000000
50,2716522533030.000000
20,2716523727018.000000
50,2716523770017.000000
20,2716524951005.000000
50,2716524996005.000000
20,2716526165993.000000
50,2716526208992.000000
20,2716527387980.000000
50,2716527433980.000000
20,2716528607968.000000
50,2716528665967.000000
20,2716529859955.000000
50,2716529909954.000000
20,2716531075943.000000
50,2716531118942.000000
20,2716532298930.000000
50,2716532341930.000000
20,2716533521917.000000
50,2716533568917.000000
20,2716534731905.000000
50,2716534788904.000000
20,2716535944893.000000
50,2716535998892.000000
20,2716537266879.000000
50,2716537332878.000000
20,2716538517866.000000
50,2716538564866.000000
20,2716539811853.000000
30,2716540719844.000000
20,2716564508600.000000
30,2716565369591.000000
20,2716586171378.000000
50,2716586244377.000000
20,2716587440365.000000
50,2716587484364.000000
20,2716588673352.000000
50,2716588719352.000000
20,2716589898340.000000
50,2716589944339.000000
20,2716591121327.000000
50,2716591170327.000000
20,2716592348315.000000
50,2716592409314.000000
20,2716593604302.000000
50,2716593656301.000000
20,2716594839289.000000
50,2716594886289.000000
20,2716596062276.000000
50,2716596107276.000000
20,2716597285264.000000
50,2716597328264.000000
20,2716598498252.000000
50,2716598555251.000000
20,2716599748239.000000
50,2716599801238.000000
20,2716601050225.000000
50,2716601115225.000000
20,2716602308212.000000
50,2716602353212.000000
20,2716603599199.000000
30,2716605342181.000000
20,2716621221019.000000
50,2716621290018.000000
20,2716622497006.000000
50,2716622542005.000000
20,2716623719993.000000
50,2716623762993.000000
20,2716624944980.000000
50,2716624988980.000000
20,2716626168968.000000
50,2716626213967.000000
20,2716627397955.000000
50,2716627458955.000000
20,2716628700942.000000
50,2716628761941.000000
20,2716629945929.000000
50,2716629990929.000000
20,2716631299915.000000
30,2716632146907.000000
20,2716653981683.000000
50,2716654049682.000000
20,2716655254670.000000
50,2716655299669.000000
20,2716656474657.000000
50,2716656517657.000000
20,2716657690645.000000
50,2716657732644.000000
20,2716658906632.000000
50,2716658950632.000000
20,2716660156620.000000
50,2716660212619.000000
20,2716661392607.000000
50,2716661436606.000000
20,2716662618594.000000
50,2716662665594.000000
20,2716663842582.000000
50,2716663886581.000000
20,2716665066569.000000
50,2716665109569.000000
20,2716666291557.000000
50,2716666347556.000000
20,2716667548544.000000
50,2716667598543.000000
20,2716668777531.000000
50,2716668819531.000000
20,2716670113518.000000
30,2716670947509.000000
20,2716700363208.000000
50,2716700428207.000000
20,2716701627195.000000
50,2716701670194.000000
20,2716702848182.000000
50,2716702891182.000000
20,2716704078169.000000
50,2716704124169.000000
20,2716705308157.000000
50,2716705353156.000000
20,2716706541144.000000
50,2716706586144.000000
20,2716707834131.000000
50,2716707898130.000000
20,2716709078118.000000
50,2716709120118.000000
20,2716710297106.000000
30,2716711095098.000000
20,2716740133800.000000
50,2716740200799.000000
20,2716741410787.000000
